Filename,SurveyID,MinLon,MaxLon,MinLat,MaxLat,CoordinateSystem,Theme,Datatype,Mb,URL,constantDataset,LABEL,DATE,CELLSIZE_DECDEGREES,LinespacingMetres,CoordsysData,Licence,CellsizeMetres
P628thog.txt,628,139.489105,141.010767,-32.034874,-30.959878,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog.ers,,Curnamona_thorium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628thog_100,628,139.988929,141.011223,-32.003893,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_100.ers,,Curnamona_20m_cell_thorium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628thog_100.ers,628,139.988929,141.011223,-32.003893,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_100.ers,,Curnamona_20m_cell_thorium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628thog_100.isi,628,139.988929,141.011223,-32.003893,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_100.ers,,Curnamona_20m_cell_thorium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628thog_100.pdf,628,139.988929,141.011223,-32.003893,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_100.ers,,Curnamona_20m_cell_thorium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628thog_100.txt,628,139.988929,141.011223,-32.003893,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_100.ers,,Curnamona_20m_cell_thorium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628thog_400,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_400.ers,,Curnamona_80m_cell_thorium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628thog_400.ers,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_400.ers,,Curnamona_80m_cell_thorium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628thog_400.isi,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_400.ers,,Curnamona_80m_cell_thorium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628thog_400.pdf,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_400.ers,,Curnamona_80m_cell_thorium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628thog_400.txt,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628thog_400.ers,,Curnamona_80m_cell_thorium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig,628,139.489,141.010667,-32.003306,-30.992471,     GDA94, MAGNETICS,      GRID,8.873,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig.ers,,Curnamona_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig.ers,628,139.489,141.010667,-32.003306,-30.992471,     GDA94, MAGNETICS,      GRID,8.873,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig.ers,,Curnamona_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig.isi,628,139.489,141.010667,-32.003306,-30.992471,     GDA94, MAGNETICS,      GRID,8.873,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig.ers,,Curnamona_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig.pdf,628,139.489,141.010667,-32.003306,-30.992471,     GDA94, MAGNETICS,      GRID,8.873,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig.ers,,Curnamona_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig.txt,628,139.489,141.010667,-32.003306,-30.992471,     GDA94, MAGNETICS,      GRID,8.873,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig.ers,,Curnamona_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig_100,628,139.9895,141.010958,-32.003894,-31.495977,     GDA94, MAGNETICS,      GRID,47.844,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_100.ers,,Curnamona_20m_cell_magnetic_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628tmig_100.ers,628,139.9895,141.010958,-32.003894,-31.495977,     GDA94, MAGNETICS,      GRID,47.844,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_100.ers,,Curnamona_20m_cell_magnetic_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628tmig_100.isi,628,139.9895,141.010958,-32.003894,-31.495977,     GDA94, MAGNETICS,      GRID,47.844,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_100.ers,,Curnamona_20m_cell_magnetic_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628tmig_100.pdf,628,139.9895,141.010958,-32.003894,-31.495977,     GDA94, MAGNETICS,      GRID,47.844,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_100.ers,,Curnamona_20m_cell_magnetic_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628tmig_100.txt,628,139.9895,141.010958,-32.003894,-31.495977,     GDA94, MAGNETICS,      GRID,47.844,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_100.ers,,Curnamona_20m_cell_magnetic_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628tmig_400,628,139.489,141.010667,-31.507471,-30.992471,     GDA94, MAGNETICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_400.ers,,Curnamona_80m_cell_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig_400.ers,628,139.489,141.010667,-31.507471,-30.992471,     GDA94, MAGNETICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_400.ers,,Curnamona_80m_cell_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig_400.isi,628,139.489,141.010667,-31.507471,-30.992471,     GDA94, MAGNETICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_400.ers,,Curnamona_80m_cell_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig_400.pdf,628,139.489,141.010667,-31.507471,-30.992471,     GDA94, MAGNETICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_400.ers,,Curnamona_80m_cell_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628tmig_400.txt,628,139.489,141.010667,-31.507471,-30.992471,     GDA94, MAGNETICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628tmig_400.ers,,Curnamona_80m_cell_magnetic_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg,628,139.489105,141.010772,-32.034878,-30.959877,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg.ers,,Curnamona_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg.ers,628,139.489105,141.010772,-32.034878,-30.959877,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg.ers,,Curnamona_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg.isi,628,139.489105,141.010772,-32.034878,-30.959877,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg.ers,,Curnamona_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg.pdf,628,139.489105,141.010772,-32.034878,-30.959877,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg.ers,,Curnamona_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg.txt,628,139.489105,141.010772,-32.034878,-30.959877,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg.ers,,Curnamona_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg_100,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_100.ers,,Curnamona_20m_cell_total_count_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628totg_100.ers,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_100.ers,,Curnamona_20m_cell_total_count_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628totg_100.isi,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_100.ers,,Curnamona_20m_cell_total_count_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628totg_100.pdf,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_100.ers,,Curnamona_20m_cell_total_count_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628totg_100.txt,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_100.ers,,Curnamona_20m_cell_total_count_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628totg_400,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_400.ers,,Curnamona_80m_cell_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg_400.ers,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_400.ers,,Curnamona_80m_cell_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg_400.isi,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_400.ers,,Curnamona_80m_cell_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg_400.pdf,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_400.ers,,Curnamona_80m_cell_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628totg_400.txt,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628totg_400.ers,,Curnamona_80m_cell_total_count_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag,628,139.489105,141.010767,-32.034874,-30.959878,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag.ers,,Curnamona_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag.ers,628,139.489105,141.010767,-32.034874,-30.959878,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag.ers,,Curnamona_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag.isi,628,139.489105,141.010767,-32.034874,-30.959878,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag.ers,,Curnamona_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag.pdf,628,139.489105,141.010767,-32.034874,-30.959878,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag.ers,,Curnamona_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag.txt,628,139.489105,141.010767,-32.034874,-30.959878,     GDA94,RADIOMETRICS,      GRID,9.435,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag.ers,,Curnamona_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag_100,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_100.ers,,Curnamona_20m_cell_uranium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628urag_100.ers,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_100.ers,,Curnamona_20m_cell_uranium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628urag_100.isi,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_100.ers,,Curnamona_20m_cell_uranium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628urag_100.pdf,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_100.ers,,Curnamona_20m_cell_uranium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628urag_100.txt,628,139.988931,141.011224,-32.003894,-31.495977,     GDA94,RADIOMETRICS,      GRID,47.883,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_100.ers,,Curnamona_20m_cell_uranium_grid_geodetic,1995,0.000208,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,20
P628urag_400,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_400.ers,,Curnamona_80m_cell_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag_400.ers,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_400.ers,,Curnamona_80m_cell_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag_400.isi,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_400.ers,,Curnamona_80m_cell_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag_400.pdf,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_400.ers,,Curnamona_80m_cell_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
P628urag_400.txt,628,139.489106,141.01077,-31.507474,-30.992473,     GDA94,RADIOMETRICS,      GRID,4.524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P628urag_400.ers,,Curnamona_80m_cell_uranium_grid_geodetic,1995,0.000833,Unknown,WGS84,Creative Commons Attribution 3.0 Australia Licence,80
MRTASP629MAG_Macquarie..DIR,629,145.186388,145.460521,-42.336683,-42.199613,     GDA94, MAGNETICS,    VECTOR,0.634,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629MAG_Macquarie..DIR,,MRTAS_Macquarie_Harbour_magnetic_line_data,1985,Unknown,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",Unknown
MRTASP629MAG_Macquarie.isi,629,145.186388,145.460521,-42.336683,-42.199613,     GDA94, MAGNETICS,    VECTOR,0.634,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629MAG_Macquarie..DIR,,MRTAS_Macquarie_Harbour_magnetic_line_data,1985,Unknown,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",Unknown
MRTASP629MAG_SW_Tas..DIR,629,145.230224,145.782483,-43.129799,-42.407701,     GDA94, MAGNETICS,    VECTOR,7.15,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629MAG_SW_Tas..DIR,,MRTAS_SW_Tasmania_magnetic_line_data,1985,Unknown,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",Unknown
MRTASP629MAG_SW_Tas.isi,629,145.230224,145.782483,-43.129799,-42.407701,     GDA94, MAGNETICS,    VECTOR,7.15,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629MAG_SW_Tas..DIR,,MRTAS_SW_Tasmania_magnetic_line_data,1985,Unknown,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",Unknown
MRTASP629RAD_SW_Tas..DIR,629,145.230224,145.782484,-43.129494,-42.408025,     GDA94,RADIOMETRICS,    VECTOR,3.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629RAD_SW_Tas..DIR,,MRTAS_SW_Tasmania_radiometric_line_data,1985,Unknown,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",Unknown
MRTASP629RAD_SW_Tas.isi,629,145.230224,145.782484,-43.129494,-42.408025,     GDA94,RADIOMETRICS,    VECTOR,3.337,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629RAD_SW_Tas..DIR,,MRTAS_SW_Tasmania_radiometric_line_data,1985,Unknown,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",Unknown
MRTASP629tmig,629,145.13542,145.798421,-43.136768,-42.407257,     GDA94, MAGNETICS,      GRID,7.75,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629tmig.ers,,MRTAS_SW_Tasmania_tmi_grid_geodetic,1985,0.0005,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",50
MRTASP629tmig.ers,629,145.13542,145.798421,-43.136768,-42.407257,     GDA94, MAGNETICS,      GRID,7.75,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629tmig.ers,,MRTAS_SW_Tasmania_tmi_grid_geodetic,1985,0.0005,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",50
MRTASP629tmig.isi,629,145.13542,145.798421,-43.136768,-42.407257,     GDA94, MAGNETICS,      GRID,7.75,http://www.ga.gov.au/gadds/servlet/jetstreamDB/tas/MRTASP629tmig.ers,,MRTAS_SW_Tasmania_tmi_grid_geodetic,1985,0.0005,500,AGD66,"Mineral Resources Tasmania - Department of Infrastructure, Energy and Resources",50
P630MAG..DIR,630,143.63758,148.573303,-43.92183,-39.500517,     GDA94, MAGNETICS,    VECTOR,357.093,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630MAG..DIR,,Tasmania_Offshore_Tas_mag,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630MAG.isi,630,143.63758,148.573303,-43.92183,-39.500517,     GDA94, MAGNETICS,    VECTOR,357.093,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630MAG..DIR,,Tasmania_Offshore_Tas_mag,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630MAG.PD,630,143.63758,148.573303,-43.92183,-39.500517,     GDA94, MAGNETICS,    VECTOR,357.093,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630MAG..DIR,,Tasmania_Offshore_Tas_mag,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630MAG.pdf,630,143.63758,148.573303,-43.92183,-39.500517,     GDA94, MAGNETICS,    VECTOR,357.093,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630MAG..DIR,,Tasmania_Offshore_Tas_mag,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630MAG.txt,630,143.63758,148.573303,-43.92183,-39.500517,     GDA94, MAGNETICS,    VECTOR,357.093,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630MAG..DIR,,Tasmania_Offshore_Tas_mag,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630potg_6304,630,143.692169,144.232173,-40.183444,-39.500935,     GDA94,RADIOMETRICS,      GRID,2.13,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630potg_6304.ers,,Tasmania_Offshore_Area4_potassium_grid_geodetic,1994_1995,0.000833,Unknown,AGD84,Creative Commons Attribution 3.0 Australia Licence,80
P630potg_6304.ers,630,143.692169,144.232173,-40.183444,-39.500935,     GDA94,RADIOMETRICS,      GRID,2.13,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630potg_6304.ers,,Tasmania_Offshore_Area4_potassium_grid_geodetic,1994_1995,0.000833,Unknown,AGD84,Creative Commons Attribution 3.0 Australia Licence,80
P630potg_6304.isi,630,143.692169,144.232173,-40.183444,-39.500935,     GDA94,RADIOMETRICS,      GRID,2.13,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630potg_6304.ers,,Tasmania_Offshore_Area4_potassium_grid_geodetic,1994_1995,0.000833,Unknown,AGD84,Creative Commons Attribution 3.0 Australia Licence,80
P630potg_6304.pdf,630,143.692169,144.232173,-40.183444,-39.500935,     GDA94,RADIOMETRICS,      GRID,2.13,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630potg_6304.ers,,Tasmania_Offshore_Area4_potassium_grid_geodetic,1994_1995,0.000833,Unknown,AGD84,Creative Commons Attribution 3.0 Australia Licence,80
P630potg_6304.txt,630,143.692169,144.232173,-40.183444,-39.500935,     GDA94,RADIOMETRICS,      GRID,2.13,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630potg_6304.ers,,Tasmania_Offshore_Area4_potassium_grid_geodetic,1994_1995,0.000833,Unknown,AGD84,Creative Commons Attribution 3.0 Australia Licence,80
P630RAD..DIR,630,143.692169,144.232488,-40.184256,-39.500934,     GDA94,RADIOMETRICS,    VECTOR,4.83,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630RAD..DIR,,Tasmania_Offshore_Tas_rad,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630RAD.isi,630,143.692169,144.232488,-40.184256,-39.500934,     GDA94,RADIOMETRICS,    VECTOR,4.83,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630RAD..DIR,,Tasmania_Offshore_Tas_rad,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630RAD.PD,630,143.692169,144.232488,-40.184256,-39.500934,     GDA94,RADIOMETRICS,    VECTOR,4.83,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630RAD..DIR,,Tasmania_Offshore_Tas_rad,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630RAD.pdf,630,143.692169,144.232488,-40.184256,-39.500934,     GDA94,RADIOMETRICS,    VECTOR,4.83,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630RAD..DIR,,Tasmania_Offshore_Tas_rad,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630RAD.txt,630,143.692169,144.232488,-40.184256,-39.500934,     GDA94,RADIOMETRICS,    VECTOR,4.83,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630RAD..DIR,,Tasmania_Offshore_Tas_rad,1994,Unknown,400_800,WGS84,Creative Commons Attribution 3.0 Australia Licence,Unknown
P630thog_6304,630,143.692169,144.232173,-40.183444,-39.500935,     GDA94,RADIOMETRICS,      GRID,2.13,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630thog_6304.ers,,Tasmania_Offshore_Area4_thorium_grid_geodetic,1994_1995,0.000833,Unknown,AGD84,Creative Commons Attribution 3.0 Australia Licence,80
P630thog_6304.ers,630,143.692169,144.232173,-40.183444,-39.500935,     GDA94,RADIOMETRICS,      GRID,2.13,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630thog_6304.ers,,Tasmania_Offshore_Area4_thorium_grid_geodetic,1994_1995,0.000833,Unknown,AGD84,Creative Commons Attribution 3.0 Australia Licence,80
P630thog_6304.isi,630,143.692169,144.232173,-40.183444,-39.500935,     GDA94,RADIOMETRICS,      GRID,2.13,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P630thog_6304.ers,,Tasmania_Offshore_Area4_thorium_grid_geodetic,1994_1995,0.000833,Unknown,AGD84,Creative Commons Attribution 3.0 Australia Licence,80
