SURVEYID,TITLE,ABSTRACT,MINLON,MAXLON,MINLAT,MAXLAT,KEYWORD1,KEYWORD2,DATE
196792,"Isogal Grav, Australia",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.255,-28.63667,134.145,114.20417,LAND,GRAV,4/04/1967
196831,Quirindi Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.16617,-31.91067,150.834,150.00083,LAND,GRAV,01/26/1968
196844,Baskerville Grav Project 225,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.0963,-17.5828,122.595,122.2689,LAND,GRAV,07/13/1968
196914,Helicopter Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.90667,-25.00833,121.51167,113.80817,LAND,GRAV,9/02/1969
196936,Terang-Portland Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-37.7827,-38.45103,143.4097,141.00603,LAND,GRAV,8/01/1969
196949,Terang-Portland Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
197001,"Helicopter Grav SA, WA",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.965,-33.01167,135.085,128.88333,LAND,GRAV,
197024,Canberra Grav (Weston Creek),Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.21867,-35.38533,149.091,148.9895,LAND,GRAV,11/01/1970
197030,Eastern Officer Basin Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.0078,-29.00167,134.0055,130.5653,LAND,GRAV,2/03/1970
197039,Ngalia Basin 2 Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-22.27667,-22.71944,132.35083,130.5497,LAND,GRAV,8/11/1970
197061,"Innamincka Seismic, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-26.6855,-27.6743,141.7687,140.0553,LAND,GRAV SEIS,1/02/1970
197101,Helicopter Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-24.00167,-30.07,118.50333,113.44667,LAND,GRAV,10/12/1971
197102,Helicopter Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-24.14167,-32.35667,128.755,113.79,LAND,GRAV,10/12/1971
197134,Port Phillip Bay-Underwater Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-37.85933,-38.00167,144.88567,144.6875,LAND,GRAV,12/08/1970
197190,"Australian Calibration Line, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-5,-41,154,144,LAND,GRAV,04/18/1971
197199,"Absolute ""G"" Station Sydney",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.89167,-33.89167,151.19,151.19,LAND,GRAV,6/01/1970
197200,Alligator River Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,1/01/1972
197210,"Markham Grav, PNG",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,7/01/1972
197262,"Port Lincoln Offshore Islands, 72E2",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.4083,-35.33829,136.4733,135.0333,LAND,GRAV,
197303,Helicopter Grav Eastern Australia - Tasmania (BMR7300),Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-39.72,-43.73667,148.44,144.62167,LAND,GRAV,
197335,Coolcalalaya Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.272,-28.50351,115.5236,114.82334,LAND,GRAV,04/30/1973
197404,Longford-Marlin Helipad Tie Bass Strait,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
197410,Waterhouse No 2,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,6/01/1974
197411,Rum Jungle NT gravity,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,7/01/1974
197612,"Eastern Galilee Basin Seismic, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.62667,-20.85983,144.571,144.39383,LAND,GRAV,10/14/1976
197615,Jubilee Plunger Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,07/27/1976
197715,Mundogie,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,7/01/1977
197831,Hamersley Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
197569,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.36493,-30.53261,136.98734,136.78146,LAND,GRAV,
197668,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.1023,-30.18487,136.87069,136.77138,LAND,GRAV,
197669,Stuart Shelf 1976O3,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.65179,-30.91813,137.87667,137.57918,LAND,GRAV,
197720,Stuart Shelf 1977Q0,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.69039,-29.91219,136.81778,136.59989,LAND,GRAV,
197722,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.31234,-30.39887,136.78351,136.72004,LAND,GRAV,
197723,Stuart Shelf 1977Q3,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.3819,-30.6305,137.8562,137.5705,LAND,GRAV,
197728,Stuart Shelf 1977Q8,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.14294,-30.32343,137.53527,137.32703,LAND,GRAV,
197749,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.0179,-31.1212,136.908,136.8139,LAND,GRAV,
197858,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.30108,-31.36528,137.0297,136.97769,LAND,GRAV,1/01/1978
197859,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.91445,-30.96827,136.87402,136.8105,LAND,GRAV,
197867,Stuart Shelf 1978Q0,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.31095,-30.48039,137.3594,137.16157,LAND,GRAV,1/01/1978
197868,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.88777,-30.9932,137.10705,136.97921,LAND,GRAV,
197921,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.74132,-30.81431,136.79862,136.73268,LAND,GRAV,
197922,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.0944,-31.23214,137.3602,137.25665,LAND,GRAV,
197923,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.5923,-30.72765,137.06503,136.90232,LAND,GRAV,
197924,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.75701,-30.89385,137.21013,137.13121,LAND,GRAV,
197925,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.66461,-30.74132,136.79163,136.72157,LAND,GRAV,
197978,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.7533,-30.97193,136.97742,136.9042,LAND,GRAV,
197979,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.25355,-31.61434,137.30584,137.10573,LAND,GRAV,
198024,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.64592,-31.88893,137.8398,137.50189,LAND,GRAV,
198026,Stuart Shelf 1980U6,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.14768,-30.25615,137.13805,136.95406,LAND,GRAV,
198028,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.49785,-30.7373,137.43911,137.2327,LAND,GRAV,
198029,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.03869,-31.09282,137.03368,136.94563,LAND,GRAV,
198039,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.74983,-30.86152,136.8595,136.79705,LAND,GRAV,
198057,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.96294,-31.09609,137.23853,137.06075,LAND,GRAV,
198076,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.68571,-30.77353,137.37252,137.31008,LAND,GRAV,
198078,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.50241,-30.58312,137.04079,136.87403,LAND,GRAV,
198079,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.95706,-30.23045,135.97187,135.66744,LAND,GRAV,
198120,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.31078,-30.42429,137.1723,136.96977,LAND,GRAV,
198121,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.30805,-30.54707,137.21511,136.71348,LAND,GRAV,
198124,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.36466,-31.44668,137.21428,137.08665,LAND,GRAV,
198125,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.99708,-30.11841,136.7951,136.65575,LAND,GRAV,
198222,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.08195,-31.15231,137.20176,137.06759,LAND,GRAV,
198223,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.38492,-31.50343,137.0006,136.9142,LAND,GRAV,
198225,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.98755,-30.05889,135.87468,135.8148,LAND,GRAV,
198284,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.45627,-30.5557,137.25655,137.06879,LAND,GRAV,
198375,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.93083,-32.4011,137.73489,137.64295,LAND,GRAV,
198383,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.29071,-30.68869,136.68664,136.50182,LAND,GRAV,1/01/1983
198482,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.00405,-31.24994,137.09723,136.48825,LAND,GRAV,
197721,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.58264,-30.67804,136.91094,136.70765,LAND,GRAV,
197980,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.9469,-31.03627,137.55339,137.44023,LAND,GRAV,
198027,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.906,-30.05225,136.90235,136.8365,LAND,GRAV,
198037,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.06234,-31.11853,137.20502,137.0989,LAND,GRAV,
198056,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.07108,-31.14438,137.4341,137.37019,LAND,GRAV,
198065,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.93942,-31.06445,137.377,137.28006,LAND,GRAV,
198077,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.75099,-30.90785,136.46906,136.27101,LAND,GRAV,
198087,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.30368,-31.39322,137.43641,137.35492,LAND,GRAV,
198127,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.29504,-31.42651,137.44109,137.31897,LAND,GRAV,
198224,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.4834,-30.8583,137.62166,137.19377,LAND,GRAV,
198278,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.00819,-31.2427,137.50549,137.344,LAND,GRAV,
198376,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.16433,-31.21194,137.43394,137.39503,LAND,GRAV,
198481,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.70315,-30.99191,136.95915,136.49308,LAND,GRAV,
198680,Stuart Shelf 86O0,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.033542,-29.604917,135.18616,134.007367,LAND,GRAV,
199164,"EL 1494 Engenina, SA  Detailed Gravity Survey, 1991A4",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.53154,-29.72143,135.57909,135.29893,LAND,GRAV,10/29/1991
197926,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.70172,-30.80124,137.00836,136.87502,LAND,GRAV,
198381,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.12705,-31.25552,137.30092,137.09695,LAND,GRAV,1/10/1983
198020,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.96504,-31.00073,137.27785,137.20896,LAND,GRAV,
198782,"EL1315 South Lake Mt Eba, SA  Detailed Gravity Traverses",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.823,-30.9674,135.0105,134.90059,LAND,GRAV,10/10/1987
197724,Stuart Shelf 1977Q4,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.59875,-31.68666,137.61612,137.47582,LAND,GRAV,
197889,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.05198,-30.20499,136.65454,136.50003,LAND,GRAV,
198022,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.76573,-30.83211,137.58917,137.46862,LAND,GRAV,
198075,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.69044,-30.87515,135.85699,135.58397,LAND,GRAV,
198126,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.15628,-31.24866,136.58602,136.50202,LAND,GRAV,
198762,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.70276,-30.77558,135.46426,135.09248,LAND,GRAV,
197933,Casuarina Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,07/30/1979
197935,Rockhampton Data,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-23.38833,-23.78611,150.9597,150.5206,LAND,GRAV,
198035,Southwest WA detailed traverses - Western Collieries Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.9965,-34.9827,117.308,115.7322,LAND,GRAV,05/31/1980
198107,Antarctica,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-71.064167,-73.385833,170.213611,160,LAND,GRAV,10/29/1981
198138,"Cobb detailed traverses, gravity",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-24.3585,-25.0594,126.883,126.3013,LAND,GRAV,05/22/1981
198144,Ballarat Region Private Company Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.68068,-37.87512,143.8329,143.54158,LAND,GRAV,
198145,Warragul Area Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-38.0761,-38.25079,146.16604,145.86018,LAND,GRAV,
198241,"Cahuna-Mitiamo Northern Plains, Victoria Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.79503,-36.37292,144.63034,144.02837,LAND,GRAV,
198250,Mount Housetop Detailed Grav Segment A,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-41.08,-41.5,146.07031,145.57267,LAND,GRAV,
198438,"Bonniefield Grav, EP210, Northern Perth Basin",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.7958,-29.2514,114.9246,114.6992,LAND,GRAV,05/19/1984
198455,Tipperary gravity,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-13.5,-13.9904,131.487,131.0083,LAND,GRAV,
198534,"Killara Basin Final Report, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-26.2953,-26.445,119.1862,119.0832,LAND,GRAV,
198640,Collie - Bridgetown Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.504,-34.005,116.531,116.001,LAND,GRAV,
198740,Collie - Bridgetown - Dinninup Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.501,-34.027,116.995,116.003,LAND,GRAV,
198591,Tasmania,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-41.17333,-41.17333,146.425,146.425,LAND,GRAV,3/02/1985
198635,"Goonderoo Grav, Perth Basin",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.45897,-30.64213,116.06312,115.89776,LAND,GRAV,
198256,Eastern Kulgera Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.0017,-25.9021,133.5078,133.1874,LAND,GRAV,
198660,Wolf Creek Crater,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
198703,Clarence Moreton Basin Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.0023,-28.3156,152.9112,149.9763,LAND,GRAV,05/23/1987
198804,Canning Basin Seismic Line Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.01,-19.7685,124.474,121.8825,LAND,GRAV,
198900,Australian Network Ties - Rockhampton Isogal,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,8/01/1989
198902,"Rockhampton Grav along BMR Seismic Lines, Line 2",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-22.7455,-22.903,149.9035,149.48967,LAND,GRAV,08/23/1989
198903,"Rockhampton Grav along BMR Seismic Lines, Line 3",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-23.5955,-23.92783,148.6385,148.56134,LAND,GRAV,09/22/1989
198907,"Cobar Grav along Seismic Lines, Line 2",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.57183,-31.85133,146.0045,145.5155,LAND,GRAV,11/29/1989
198908,"Cobar Grav along Seismic Lines, Line 3",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.1145,-31.52117,145.729,145.28101,LAND,GRAV,11/21/1989
198906,"Cobar Grav along Seismic Lines, Line 1",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.97,-32.049,146.04533,145.7285,LAND,GRAV,12/06/1989
198910,Cobar Grav Isogal Ties,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.1154,-32.0479,146.0454,145.281,LAND,GRAV,12/05/1989
198916,Bourke Recheck of 198801 Survey,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.5,-29.8333,140.75,140.5,LAND,GRAV,11/08/1989
198944,Georgina Basin Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.03157,-23.12731,138.702,135.0255,LAND,GRAV,8/01/1987
199063,Hamersley Iron regional gravity of the Pilbara,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.03269,-24.03309,120.6531,115.9807,LAND,GRAV,
199058,Uluru Grav Traverses,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.0976,-25.4426,131.3711,130.6185,LAND,GRAV,
199106,Kalgoorlie Corsair Grid Follow-Up,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.7159,-30.8066,121.6214,121.5679,LAND,GRAV,6/03/1991
199108,Mount Coolon Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.00229,-21.9974,149.32454,147.00299,LAND,GRAV,10/01/1991
199135,Placer Grav Laverton Sheet,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.59112,-28.99328,122.49978,122.175,LAND,GRAV,
198259,Collie Area 1982-1991 Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.3103,-33.3662,116.2215,116.1506,LAND,GRAV,
199059,Collie Area Grav 1982-1991,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.306,-33.718,117.088,116.2,LAND,GRAV,
199190,Kalgoorlie-Boulder Isogal Tie,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-13.23167,-33.65,131.11167,115.33333,LAND,GRAV,08/27/1991
199290,Tasmania Isogal Ties,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-42.07695,-42.92667,147.92693,145.52945,LAND,GRAV,1/08/1992
199292,Sydney Isogal Ties,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.71667,-33.935,151.18167,151.12,LAND,GRAV,3/03/1992
199293,Woomera-Coober Pedy Isogal Tie,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.04583,-29.04583,134.71667,134.71667,LAND,GRAV,05/22/1992
199307,Seismic Line 5 Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.76938,-29.7542,130.30265,130.11652,LAND,GRAV,7/01/1993
199311,Wiluna Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-26,-27.00052,121.05875,120,LAND,GRAV,10/01/1993
199330,Heywood Grav on Seismic Surv OGF92B,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-37.89943,-38.2584,141.85049,141.0106,LAND,GRAV,02/18/1993
198959,Collie Area Grav 1982-1991,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.385,-33.731,117.09,116.011,LAND,GRAV,
198859,Collie Area Grav 1982-1991,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.368,-33.929,117.1506,116.133,LAND,GRAV,
199340,Clermont Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,7/01/1993
199348,Lawn Hill Area,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
199349,Mt Isa Area Traverses,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,6/01/1993
199368,Diamond Well Detailed,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,6/01/1993
199369,Wiluna Detailed,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,4/01/1993
199390,Sydney Absolute Measurements,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,03/23/1993
199391,Cobar - Mt Hope AFGN Tie,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.45329,-32.82437,145.972,145.87094,LAND,GRAV,4/04/1993
199392,Fitzroy Isogals,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-15.50635,-20.76,130.47936,117.155,LAND,GRAV,
199393,Kalgoorlie-Boulder Isogal Tie,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.78528,-30.78528,121.45883,121.45883,LAND,GRAV,9/01/1993
199395,Mt Marion Isogal,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.05577,-31.05577,121.44953,121.44953,LAND,GRAV,9/01/1993
