NAME,Surveyid,MINLON,MAXLON,MINLAT,MAXLAT,CS,THEME,DATATYPE,KSIZE,DODS_URL,LABEL,DATE,CELLSIZE,FLAVOUR,LINESPACING,CSDATA,LICENCENO,CELLSIZE_M
P673RAD..DIR,673,139.43892,141.051223,-24.044063,-21.959651,     GDA94,RADIOMETRICS,    VECTOR,120018,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P673RAD..DIR,Boulia_Springvale_Qld_rad,1997,Unknown,Unknown,400,WGS84,1,Unknown
P675demg.ers,675,139.48948,141.00804,-29.008251,-26.991557,     GDA94, ELEVATION,      GRID,17672,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675demg.ers,Innamincka_Strzelecki_elevation_grid_geodetic,1997,0.000833,Unknown,Unknown,WGS84,1,80
P675doseg.ers,675,139.490699,141.007595,-29.008385,-26.960037,     GDA94,RADIOMETRICS,      GRID,17929,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675doseg.ers,Innamincka_Strzelecki_dose_rate_grid_geodetic,1997,0.000833,Unknown,Unknown,WGS84,1,80
P675pctkg.ers,675,139.490699,141.007595,-29.008385,-26.960037,     GDA94,RADIOMETRICS,      GRID,17929,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675pctkg.ers,Innamincka_Strzelecki_percent_potassium_grid_geodetic,1997,0.000833,Unknown,Unknown,WGS84,1,80
P675ppmthg.ers,675,139.490699,141.007595,-29.008385,-26.960037,     GDA94,RADIOMETRICS,      GRID,17929,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675ppmthg.ers,Innamincka_Strzelecki_ppm_thorium_grid_geodeticg,1997,0.000833,Unknown,Unknown,WGS84,1,80
P675ppmug.ers,675,139.490699,141.007595,-29.008385,-26.960037,     GDA94,RADIOMETRICS,      GRID,17929,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675ppmug.ers,Innamincka_Strzelecki_ppm_uranium_grid_geodetic,1997,0.000833,Unknown,Unknown,WGS84,1,80
P675tmig.ers,675,139.490036,141.007762,-29.008079,-26.957232,     GDA94, MAGNETICS,      GRID,17961,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675tmig.ers,Innamincka_Strzelecki_magnetic_grid_geodetic,1997,0.000833,Unknown,Unknown,WGS84,1,80
P675DEM..DIR,675,139.454369,141.045922,-29.055045,-26.941635,     GDA94, ELEVATION,    VECTOR,85331,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675DEM..DIR,Innamincka_Strzelecki_SA_ele,1997,Unknown,Unknown,400,WGS84,1,Unknown
P675MAG..DIR,675,139.45778,141.04135,-29.051128,-26.943605,     GDA94, MAGNETICS,    VECTOR,425138,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675MAG..DIR,Innamincka_Strzelecki_SA_mag,1997,Unknown,Unknown,400,WGS84,1,Unknown
P675RAD..DIR,675,139.459595,141.040569,-29.04982,-26.946975,     GDA94,RADIOMETRICS,    VECTOR,58547,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P675RAD..DIR,Innamincka_Strzelecki_SA_rad,1997,Unknown,Unknown,400,WGS84,1,Unknown
P681DEM..DIR,681,146.98738,148.512623,-35.01262,-33.979961,     GDA94, ELEVATION,    VECTOR,54510,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P681DEM..DIR,Cootamundra_elevation_line_data,Unknown,Unknown,Unknown,250,GDA94,1,Unknown
P681MAG..DIR,681,146.987502,148.512822,-35.012498,-33.980008,     GDA94, MAGNETICS,    VECTOR,271787,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P681MAG..DIR,Cootamundra_magnetic_line_data,Unknown,Unknown,Unknown,250,GDA94,1,Unknown
P681RAD..DIR,681,146.987406,148.512921,-35.012594,-33.979987,     GDA94,RADIOMETRICS,    VECTOR,38984,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P681RAD..DIR,Cootamundra_radiometric_line_data,Unknown,Unknown,Unknown,250,GDA94,1,Unknown
P681doseg.ers,681,146.987405,148.512406,-35.004185,-33.99533,     GDA94,RADIOMETRICS,      GRID,22707,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P681doseg.ers,Cootamundra_dose_rate_grid_geodetic,Unknown,0.000521,Unknown,Unknown,WGS84,1,50
P681pctkg.ers,681,146.987405,148.512406,-35.004185,-33.99533,     GDA94,RADIOMETRICS,      GRID,22707,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P681pctkg.ers,Cootamundra_percent_potassium_grid_geodetic,Unknown,0.000521,Unknown,Unknown,WGS84,1,50
P681ppmthg.ers,681,146.987405,148.512406,-35.004185,-33.99533,     GDA94,RADIOMETRICS,      GRID,22707,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P681ppmthg.ers,Cootamundra_ppm_thorium_grid_geodetic,Unknown,0.000521,Unknown,Unknown,WGS84,1,50
P681ppmug.ers,681,146.987405,148.512406,-35.004185,-33.99533,     GDA94,RADIOMETRICS,      GRID,22707,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P681ppmug.ers,Cootamundra_ppm_uranium_grid_geodetic,Unknown,0.000521,Unknown,Unknown,WGS84,1,50
P681tmig.ers,681,146.987502,148.512502,-35.004186,-33.995331,     GDA94, MAGNETICS,      GRID,22707,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P681tmig.ers,Cootamundra_magnetic_grid_geodetic,Unknown,0.000521,Unknown,Unknown,WGS84,1,50
gsv3068rad..DIR,682,145.487402,147.034084,-37.020993,-36.110334,     GDA94,RADIOMETRICS,    VECTOR,144109,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/gsv3068rad..DIR,GSV_Wangaratta_South_Vic_magnetic_line_data,1997,Unknown,Unknown,200,GDA94,218,Unknown
GSV3068MAG..DIR,682,145.487033,147.03475,-37.021444,-36.107606,     GDA94, MAGNETICS,    VECTOR,1810221,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3068MAG..DIR,GSV_Wangaratta_South_Vic_magnetic_line_data,1997,Unknown,Unknown,200,AGD66,218,Unknown
GSV3068_pot_tho_ura_totg.ers,682,145.487026,147.033927,-37.028966,-36.100804,     GDA94,RADIOMETRICS,      GRID,93232,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3068_pot_tho_ura_totg.ers,GSV_Wangaratta_South_VIMP_Vic_pot_tho_ura_totg_4band_radiometric_grid_geodetic,1997,0.000497,Unknown,200,AGD66,218,50
GSV3068tmig.ers,682,145.483657,147.035025,-37.028932,-36.095804,     GDA94, MAGNETICS,      GRID,23501,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3068tmig.ers,GSV_Wangaratta_South_VIMP_Vic_magnetic_grid_geodetic,1997,0.000497,Unknown,200,AGD66,218,50
P683DEM..DIR,683,123.390924,124.56329,-29.040857,-27.960863,     GDA94, ELEVATION,    VECTOR,28939,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P683DEM..DIR,Rason_elevation_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P683MAG..DIR,683,123.393202,124.561648,-29.038654,-27.962901,     GDA94, MAGNETICS,    VECTOR,143524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P683MAG..DIR,Rason_magnetic_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P683RAD..DIR,683,123.397059,124.560364,-29.034911,-27.965757,     GDA94,RADIOMETRICS,    VECTOR,19827,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P683RAD..DIR,Rason_radiometric_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P684DEM..DIR,684,122.937174,124.547452,-28.057862,-26.943583,     GDA94, ELEVATION,    VECTOR,37043,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P684DEM..DIR,Throssel_elevation_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P684MAG..DIR,684,122.937822,124.54583,-28.056682,-26.943165,     GDA94, MAGNETICS,    VECTOR,183433,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P684MAG..DIR,Throssel_magnetic_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P684RAD..DIR,684,122.942071,124.541864,-28.056503,-26.944787,     GDA94,RADIOMETRICS,    VECTOR,25273,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P684RAD..DIR,Throssel_radiometric_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P685DEM..DIR,685,121.489795,123.01021,-27.013585,-25.986415,     GDA94, ELEVATION,    VECTOR,35501,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685DEM..DIR,Kingston_elevation_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P685MAG..DIR,685,121.489901,123.0101,-27.0135,-25.986501,     GDA94, MAGNETICS,    VECTOR,176845,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685MAG..DIR,Kingston_magnetic_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P685RAD..DIR,685,121.489818,123.010187,-27.01354,-25.986461,     GDA94,RADIOMETRICS,    VECTOR,25406,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685RAD..DIR,Kingston_radiometric_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P685demg.ers,685,121.474721,123.010495,-27.024413,-25.981952,     GDA94, ELEVATION,      GRID,9236,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685demg.ers,Kingston_elevation_grid_geodetic,Unknown,0.000833,Unknown,Unknown,WGS84,1,80
P685doseg.ers,685,121.489816,123.009758,-27.006801,-25.992674,     GDA94,RADIOMETRICS,      GRID,8893,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685doseg.ers,Kingston_dose_rate_grid_geodetic,Unknown,0.000833,Unknown,Unknown,WGS84,1,80
P685pctkg.ers,685,121.489816,123.009758,-27.006801,-25.992674,     GDA94,RADIOMETRICS,      GRID,8893,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685pctkg.ers,Kingston_percent_potassium_grid_geodetic,Unknown,0.000833,Unknown,Unknown,WGS84,1,80
P685ppmthg.ers,685,121.489816,123.009758,-27.006801,-25.992674,     GDA94,RADIOMETRICS,      GRID,8893,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685ppmthg.ers,Kingston_ppm_thorium_grid_geodetic,Unknown,0.000833,Unknown,Unknown,WGS84,1,80
P685ppmug.ers,685,121.489816,123.009758,-27.006801,-25.992674,     GDA94,RADIOMETRICS,      GRID,8893,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685ppmug.ers,Kingston_ppm_uranium_grid_geodetic,Unknown,0.000833,Unknown,Unknown,WGS84,1,80
P685tmig.ers,685,121.489901,123.009841,-27.006801,-25.992674,     GDA94, MAGNETICS,      GRID,8893,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P685tmig.ers,Kingston_magnetic_grid_geodetic,Unknown,0.000833,Unknown,Unknown,WGS84,1,80
P686MAG..DIR,686,122.993804,123.339599,-26.406399,-25.9938,     GDA94, MAGNETICS,    VECTOR,21946,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P686MAG..DIR,Robert_magnetic_line_data,Unknown,Unknown,Unknown,300,GDA94,1,Unknown
P686RAD..DIR,686,122.993812,123.339595,-26.406394,-25.993804,     GDA94,RADIOMETRICS,    VECTOR,3273,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P686RAD..DIR,Robert_radiometric_line_data,Unknown,Unknown,Unknown,300,GDA94,1,Unknown
P687demg.ers,687,127.473101,129.031374,-25.030451,-23.97216,     GDA94, ELEVATION,      GRID,9513,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687demg.ers,Rawlinson_elevation_grid_geodetic,1998,0.000833,Unknown,Unknown,WGS84,1,80
P687doseg.ers,687,127.472778,129.031883,-25.030146,-23.971855,     GDA94,RADIOMETRICS,      GRID,9519,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687doseg.ers,Rawlinson_dose_rate_grid_geodetic,1998,0.000833,Unknown,Unknown,WGS84,1,80
P687pctkg.ers,687,127.472778,129.031883,-25.030146,-23.971855,     GDA94,RADIOMETRICS,      GRID,9519,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687pctkg.ers,Rawlinson_percent_potassium_grid_geodetic,1998,0.000833,Unknown,Unknown,WGS84,1,80
P687ppmthg.ers,687,127.472778,129.031883,-25.030146,-23.971855,     GDA94,RADIOMETRICS,      GRID,9519,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687ppmthg.ers,Rawlinson_ppm_thorium_grid_geodeticg,1998,0.000833,Unknown,Unknown,WGS84,1,80
P687ppmug.ers,687,127.472778,129.031883,-25.030146,-23.971855,     GDA94,RADIOMETRICS,      GRID,9519,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687ppmug.ers,Rawlinson_ppm_uranium_grid_geodetic,1998,0.000833,Unknown,Unknown,WGS84,1,80
P687tmig.ers,687,127.472855,129.031959,-25.030221,-23.971929,     GDA94, MAGNETICS,      GRID,9519,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687tmig.ers,Rawlinson_magnetic_grid_geodetic,1998,0.000833,Unknown,Unknown,WGS84,1,80
P687DEM..DIR,687,127.473102,129.032169,-25.030788,-23.97216,     GDA94, ELEVATION,    VECTOR,202971,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687DEM..DIR,Rawlinson_WA_ele,1998,Unknown,Unknown,400,WGS84,1,Unknown
P687MAG..DIR,687,127.472854,129.032412,-25.030875,-23.971929,     GDA94, MAGNETICS,    VECTOR,202971,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687MAG..DIR,Rawlinson_WA_mag,1998,Unknown,Unknown,400,WGS84,1,Unknown
P687RAD..DIR,687,127.472778,129.032485,-25.0309,-23.971854,     GDA94,RADIOMETRICS,    VECTOR,29159,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P687RAD..DIR,Rawlinson_WA_rad,1998,Unknown,Unknown,400,WGS84,1,Unknown
gsv3059rad..DIR,689,147.329778,148.142193,-36.51171,-35.91739,     GDA94,RADIOMETRICS,    VECTOR,51034,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/gsv3059rad..DIR,GSV_Corryong_VIMP_Vic_radiometric_line_data,1996,Unknown,Unknown,200,GDA94,218,Unknown
GSV3059MAG..DIR,689,147.329774,148.142585,-36.511958,-35.917386,     GDA94, MAGNETICS,    VECTOR,415505,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3059MAG..DIR,GSV_Corryong_VIMP_Vic_magnetic_line_data,1996,Unknown,Unknown,200,AGD66,218,Unknown
GSV3059_pot_tho_ura_totg.ers,689,147.329622,148.143544,-36.510071,-35.916129,     GDA94,RADIOMETRICS,      GRID,31410,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3059_pot_tho_ura_totg.ers,GSV_Corryong_VIMP_Vic_pot_tho_ura_totg_4band_radiometric_grid_geodetic,1996,0.000497,Unknown,200,AGD66,218,50
GSV3059tmig.ers,689,147.327112,148.143021,-36.512698,-35.912302,     GDA94, MAGNETICS,      GRID,7958,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3059tmig.ers,GSV_Corryong_VIMP_Vic_magnetic_grid_geodetic,1996,0.000497,Unknown,200,AGD66,218,50
gsv3061rad..DIR,690,146.970197,147.820556,-37.740344,-36.965544,     GDA94,RADIOMETRICS,    VECTOR,242311,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/gsv3061rad..DIR,GSV_Dargo_VIMP_Vic_radiometric_line_data,1996,Unknown,Unknown,200,GDA94,218,Unknown
GSV3061_pot_tho_ura_totg.ers,690,146.94478,147.861496,-37.765393,-36.947977,     GDA94,RADIOMETRICS,      GRID,48673,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3061_pot_tho_ura_totg.ers,GSV_Dargo_VIMP_Vic_pot_tho_ura_totg_4band_radiometric_grid_geodetic,1996,0.000497,Unknown,200,AGD66,218,50
GSV3061MAG..DIR,690,146.970195,147.820551,-37.740349,-36.965538,     GDA94, MAGNETICS,    VECTOR,1145524,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3061MAG..DIR,GSV_Dargo_VIMP_Vic_magnetic_line_data,1996,Unknown,Unknown,200,AGD66,218,Unknown
GSV3061tmig.ers,690,146.967212,147.821362,-37.742171,-36.962001,     GDA94, MAGNETICS,      GRID,21644,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3061tmig.ers,GSV_Dargo_VIMP_Vic_magnetic_grid_geodetic,1996,0.000497,Unknown,200,AGD66,218,50
gsv3060rad..DIR,691,147.960376,149.020872,-37.453429,-36.96643,     GDA94,RADIOMETRICS,    VECTOR,152214,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/gsv3060rad..DIR,GSV_Murrindal_VIMP_Vic_magnetic_line_data,1996,Unknown,Unknown,200,GDA94,218,Unknown
GSV3060MAG..DIR,691,147.964417,149.019867,-37.449771,-36.973987,     GDA94, MAGNETICS,    VECTOR,936281,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3060MAG..DIR,GSV_Murrindal_VIMP_Vic_magnetic_line_data,1996,Unknown,Unknown,200,AGD66,218,Unknown
GSV3060_pot_tho_ura_totg.ers,691,147.950783,149.044782,-37.46876,-36.950795,     GDA94,RADIOMETRICS,      GRID,36817,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3060_pot_tho_ura_totg.ers,GSV_Murrindal_VIMP_Vic_pot_tho_ura_totg_4band_radiometric_grid_geodetic,1996,0.000497,Unknown,200,AGD66,218,50
GSV3060tmig.ers,691,147.956284,149.021481,-37.453137,-36.964468,     GDA94, MAGNETICS,      GRID,8456,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3060tmig.ers,GSV_Murrindal_VIMP_Vic_magnetic_grid_geodetic,1996,0.000497,Unknown,200,AGD66,218,50
gsv3056rad..DIR,692,147.477732,148.051937,-37.517356,-36.976013,     GDA94,RADIOMETRICS,    VECTOR,35418,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/gsv3056rad..DIR,GSV_Omeo_VIMP_Vic_radiometric_line_data,1995,Unknown,Unknown,200,GDA94,218,Unknown
GSV3056MAG..DIR,692,147.477002,148.051757,-37.517599,-36.975648,     GDA94, MAGNETICS,    VECTOR,535376,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3056MAG..DIR,GSV_Omeo_VIMP_Vic_magnetic_line_data,1995,Unknown,Unknown,200,AGD66,218,Unknown
GSV3056_pot_tho_ura_totg.ers,692,147.476365,148.054904,-37.50389,-36.992387,     GDA94,RADIOMETRICS,      GRID,19235,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3056_pot_tho_ura_totg.ers,GSV_Omeo_VIMP_Vic_pot_tho_ura_totg_4band_radiometric_grid_geodetic,1995,0.000497,Unknown,200,AGD66,218,50
GSV3056tmig.ers,692,147.473152,148.054169,-37.519104,-36.972342,     GDA94, MAGNETICS,      GRID,5163,http://www.ga.gov.au/gadds/servlet/jetstreamDB/vic/GSV3056tmig.ers,GSV_Omeo_VIMP_Vic_magnetic_grid_geodetic,1995,0.000497,Unknown,200,AGD66,218,50
P694demg.ers,694,133.484804,135.003975,-20.038102,-18.958933,     GDA94, ELEVATION,      GRID,37798,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694demg.ers,Tennant_Creek_elevation_grid_geodetic,1998,0.000417,Unknown,Unknown,WGS84,1,40
P694doseg.ers,694,133.464927,135.062849,-20.037523,-18.958773,     GDA94,RADIOMETRICS,      GRID,39742,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694doseg.ers,Tennant_Creek_dose_rate_grid_geodetic,1998,0.000417,Unknown,Unknown,WGS84,1,40
P694pctkg.ers,694,133.464927,135.062849,-20.037523,-18.958773,     GDA94,RADIOMETRICS,      GRID,39742,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694pctkg.ers,Tennant_Creek_percent_potassium_grid_geodetic,1998,0.000417,Unknown,Unknown,WGS84,1,40
P694ppmthg.ers,694,133.464927,135.062849,-20.037523,-18.958773,     GDA94,RADIOMETRICS,      GRID,39742,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694ppmthg.ers,Tennant_Creek_ppm_thorium_grid_geodeticg,1998,0.000417,Unknown,Unknown,WGS84,1,40
P694ppmug.ers,694,133.464927,135.062849,-20.037523,-18.958773,     GDA94,RADIOMETRICS,      GRID,39742,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694ppmug.ers,Tennant_Creek_ppm_uranium_grid_geodetic,1998,0.000417,Unknown,Unknown,WGS84,1,40
P694tmig.ers,694,133.464923,135.062842,-20.037994,-18.958411,     GDA94, MAGNETICS,      GRID,39772,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694tmig.ers,Tennant_Creek_magnetic_grid_geodetic,1998,0.000417,Unknown,Unknown,WGS84,1,40
P694DEM..DIR,694,133.473737,135.062976,-20.034706,-18.963665,     GDA94, ELEVATION,    VECTOR,45615,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694DEM..DIR,Tennant_Creek_NT_ele,1998,Unknown,Unknown,200,WGS84,1,Unknown
P694MAG..DIR,694,133.473737,135.062976,-20.034853,-18.963507,     GDA94, MAGNETICS,    VECTOR,454445,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694MAG..DIR,Tennant_Creek_NT_mag,1998,Unknown,Unknown,200,WGS84,1,Unknown
P694RAD..DIR,694,133.473737,135.062976,-20.034706,-18.963665,     GDA94,RADIOMETRICS,    VECTOR,62651,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P694RAD..DIR,Tennant_Creek_NT_rad,1998,Unknown,Unknown,200,WGS84,1,Unknown
P695demg_east.ers,695,137.835892,139.560061,-33.04284,-30.082006,     GDA94, ELEVATION,      GRID,117665,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695demg_east.ers,Flinders_Ranges_elevation_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695demg_west.ers,695,136.470324,138.551991,-30.858868,-29.945119,     GDA94, ELEVATION,      GRID,43855,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695demg_west.ers,Flinders_Ranges_elevation_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695doseg_east.ers,695,137.835892,139.558394,-33.04284,-30.082007,     GDA94,RADIOMETRICS,      GRID,117551,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695doseg_east.ers,Flinders_Ranges_dose_rate_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695doseg_west.ers,695,136.471152,138.551988,-30.858869,-29.94512,     GDA94,RADIOMETRICS,      GRID,43837,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695doseg_west.ers,Flinders_Ranges_dose_rate_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695pctkg_east.ers,695,137.835892,139.56256,-33.043256,-30.082007,     GDA94,RADIOMETRICS,      GRID,117851,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695pctkg_east.ers,Flinders_Ranges_percent_potassium_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695pctkg_west.ers,695,136.471152,138.551988,-30.858869,-29.94512,     GDA94,RADIOMETRICS,      GRID,43837,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695pctkg_west.ers,Flinders_Ranges_percent_potassium_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695ppmthg_east.ers,695,137.835892,139.56256,-33.043256,-30.082007,     GDA94,RADIOMETRICS,      GRID,117851,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695ppmthg_east.ers,Flinders_Ranges_ppm_thorium_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695ppmthg_west.ers,695,136.471152,138.551988,-30.858869,-29.94512,     GDA94,RADIOMETRICS,      GRID,43837,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695ppmthg_west.ers,Flinders_Ranges_ppm_thorium_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695ppmug_east.ers,695,137.835892,139.56256,-33.043256,-30.082007,     GDA94,RADIOMETRICS,      GRID,117851,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695ppmug_east.ers,Flinders_Ranges_ppm_uranium_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695ppmug_west.ers,695,136.471152,138.551988,-30.858869,-29.94512,     GDA94,RADIOMETRICS,      GRID,43837,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695ppmug_west.ers,Flinders_Ranges_ppm_uranium_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695tmig_east.ers,695,137.847137,139.542972,-33.005315,-29.990316,     GDA94, MAGNETICS,      GRID,117848,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695tmig_east.ers,Flinders_Ranges_magnetic_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695tmig_west.ers,695,136.472137,138.525055,-30.814898,-29.990316,     GDA94, MAGNETICS,      GRID,39030,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695tmig_west.ers,Flinders_Ranges_magnetic_grid_geodetic,1999,0.000417,Unknown,Unknown,WGS84,1,40
P695DEM..DIR,695,136.47167,139.546949,-33.01785,-29.979372,     GDA94, ELEVATION,    VECTOR,500071,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695DEM..DIR,Flinders_Ranges_SA_ele,1999,Unknown,Unknown,200_400,WGS84,1,Unknown
P695MAG..DIR,695,136.471896,139.546719,-33.017656,-29.97958,     GDA94, MAGNETICS,    VECTOR,999887,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695MAG..DIR,Flinders_Ranges_SA_mag,1999,Unknown,Unknown,200_400,WGS84,1,Unknown
P695RAD..DIR,695,136.472049,139.546566,-33.017528,-29.979718,     GDA94,RADIOMETRICS,    VECTOR,71675,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P695RAD..DIR,Flinders_Ranges_SA_rad,1999,Unknown,Unknown,200_400,WGS84,1,Unknown
P696DEM..DIR,696,118.349885,120.300823,-31.036547,-28.478438,     GDA94, ELEVATION,    VECTOR,46127,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P696DEM..DIR,Barlee_Jackson_elevation_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P696MAG..DIR,696,118.349235,120.066274,-31.036952,-28.477821,     GDA94, MAGNETICS,    VECTOR,459414,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P696MAG..DIR,Barlee_Jackson_magnetic_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P696RAD..DIR,696,118.349926,120.065695,-31.036512,-28.478403,     GDA94,RADIOMETRICS,    VECTOR,63350,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P696RAD..DIR,Barlee_Jackson_radiometric_line_data,Unknown,Unknown,Unknown,400,GDA94,1,Unknown
P696demg.ers,696,118.326713,120.364965,-31.044996,-28.470932,     GDA94, ELEVATION,      GRID,30246,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P696demg.ers,Barlee_Jackson_elevation_grid_geodetic,Unknown,0.000833,Unknown,Unknown,WGS84,1,80
P696pctkg.ers,696,118.349433,120.065199,-31.03626,-28.478028,     GDA94,RADIOMETRICS,      GRID,25306,http://www.ga.gov.au/gadds/servlet/jetstreamDB/P696pctkg.ers,Barlee_Jackson_percent_potassium_grid_geodetic,Unknown,0.000833,Unknown,Unknown,WGS84,1,80
